,WorldRank,Institution,Country,Nationa Rank,Total Score,Score Q1,Score CNCI,Score IC,Score TOP,Score Award,Subject,Year
287,201-300,University of Nantes,../France,9-13,,29.1,72.8,76.8,NA,NA,Biotechnology,2020
288,201-300,University of Saskatchewan,../Canada,5-9,,30.4,71.8,75.5,NA,NA,Biotechnology,2020
289,201-300,University of Southern Denmark,../Denmark,4-5,,25.8,79.8,84.1,NA,NA,Biotechnology,2020
290,201-300,University of Strasbourg,../France,9-13,,28.4,80.7,79.1,NA,NA,Biotechnology,2020
291,201-300,University of Ulm,../Germany,14-25,,33.1,70.6,73.2,NA,NA,Biotechnology,2020
292,201-300,University of Valencia,../Spain,4,,31.9,68.3,74.4,NA,NA,Biotechnology,2020
293,201-300,University of Verona,../Italy,5-7,,26.0,86.7,70.0,NA,NA,Biotechnology,2020
294,201-300,University of Virginia,../UnitedStates,63-79,,27.0,82.2,69.4,NA,NA,Biotechnology,2020
295,201-300,Vanderbilt University,../UnitedStates,63-79,,37.0,66.6,63.7,NA,NA,Biotechnology,2020
296,201-300,Vrije Universiteit Amsterdam,../Netherlands,9,,32.3,70.8,84.2,NA,NA,Biotechnology,2020
297,201-300,Vrije Universiteit Brussel (VUB),../Belgium,3,,29.6,80.4,80.3,NA,NA,Biotechnology,2020
298,201-300,Western University,../Canada,5-9,,34.6,71.1,68.4,NA,NA,Biotechnology,2020
299,201-300,Yonsei University,../SouthKorea,4-8,,36.5,61.3,51.8,NA,NA,Biotechnology,2020
300,301-400,Agricultural University of Athens,../Greece,1-2,,27.5,69.7,79.0,NA,NA,Biotechnology,2020
301,301-400,Carnegie Mellon University,../UnitedStates,80-92,,29.1,69.9,60.2,NA,NA,Biotechnology,2020
302,301-400,Case Western Reserve University,../UnitedStates,80-92,,28.7,67.0,70.4,NA,NA,Biotechnology,2020
303,301-400,Catholic University of Louvain,../Belgium,4-7,,24.2,70.9,85.3,NA,NA,Biotechnology,2020
304,301-400,Chonbuk National University,../SouthKorea,9-13,,32.9,59.7,60.4,NA,NA,Biotechnology,2020
305,301-400,Chongqing Medical University,../China,49-63,,30.6,67.4,40.0,NA,NA,Biotechnology,2020
306,301-400,Clemson University,../UnitedStates,80-92,,26.3,73.0,57.7,NA,NA,Biotechnology,2020
307,301-400,Complutense University of Madrid,../Spain,5-11,,29.1,60.3,65.5,NA,NA,Biotechnology,2020
308,301-400,Ewha Womans University,../SouthKorea,9-13,,27.3,63.4,53.2,NA,NA,Biotechnology,2020
309,301-400,Federal University of Rio de Janeiro,../Brazil,3-5,,28.4,59.3,62.1,NA,NA,Biotechnology,2020
310,301-400,Federal University of Sao Carlos,../Brazil,3-5,,24.2,68.9,52.7,NA,NA,Biotechnology,2020
311,301-400,Graz University of Technology,../Austria,3-5,,27.0,65.3,72.5,NA,NA,Biotechnology,2020
312,301-400,Guangxi University,../China,49-63,,25.8,67.3,46.7,NA,NA,Biotechnology,2020
313,301-400,Hannover Medical School,../Germany,26-34,,30.4,65.4,74.5,NA,NA,Biotechnology,2020
314,301-400,Hokkaido University,../Japan,6-10,,31.7,53.6,58.0,NA,NA,Biotechnology,2020
315,301-400,Hubei University,../China,49-63,,27.5,72.9,55.7,NA,NA,Biotechnology,2020
316,301-400,Hunan Agricultural University,../China,49-63,,24.0,75.6,56.1,NA,NA,Biotechnology,2020
317,301-400,Indian Institute of Technology Delhi,../India,2-4,,28.4,63.4,41.3,NA,NA,Biotechnology,2020
318,301-400,Indian Institute of Technology Guwahati,../India,2-4,,29.3,66.5,37.9,NA,NA,Biotechnology,2020
319,301-400,Indian Institute of Technology Kharagpur,../India,2-4,,28.2,62.9,44.8,NA,NA,Biotechnology,2020
320,301-400,Institut Agro,../France,14-18,,31.5,65.3,7.9,NA,NA,Biotechnology,2020
321,301-400,Keio University,../Japan,6-10,,25.8,66.5,54.2,NA,NA,Biotechnology,2020
322,301-400,King Saud University,../SaudiArabia,3,,30.2,57.2,93.6,NA,NA,Biotechnology,2020
323,301-400,Konkuk University,../SouthKorea,9-13,,33.1,57.9,55.8,NA,NA,Biotechnology,2020
324,301-400,Kyung Hee University,../SouthKorea,9-13,,32.7,62.3,47.6,NA,NA,Biotechnology,2020
325,301-400,Kyungpook National University,../SouthKorea,9-13,,29.8,64.6,57.1,NA,NA,Biotechnology,2020
326,301-400,Kyushu University,../Japan,6-10,,32.7,55.5,51.8,NA,NA,Biotechnology,2020
327,301-400,La Trobe University,../Australia,15-17,,23.7,74.7,75.8,NA,NA,Biotechnology,2020
328,301-400,Louisiana State University - Baton Rouge,../UnitedStates,80-92,,24.8,67.3,63.4,NA,NA,Biotechnology,2020
329,301-400,Maastricht University,../Netherlands,10,,22.8,73.1,94.6,NA,NA,Biotechnology,2020
330,301-400,Medical University of Vienna,../Austria,3-5,,25.5,72.1,84.6,NA,NA,Biotechnology,2020
331,301-400,National Tsing Hua University,../China-Taiwan,4,,29.1,64.7,43.6,NA,NA,Biotechnology,2020
332,301-400,Northeast Agricultural University - China,../China,49-63,,30.2,62.6,37.5,NA,NA,Biotechnology,2020
333,301-400,Oklahoma State University,../UnitedStates,80-92,,27.3,65.5,71.5,NA,NA,Biotechnology,2020
334,301-400,Peking Union Medical College,../China,49-63,,36.5,54.6,46.3,NA,NA,Biotechnology,2020
335,301-400,Polytechnic University of Catalonia,../Spain,5-11,,23.7,66.2,75.8,NA,NA,Biotechnology,2020
336,301-400,Polytechnic University of Valencia,../Spain,5-11,,26.0,61.8,72.6,NA,NA,Biotechnology,2020
337,301-400,Qilu University of Technology,../China,49-63,,29.1,64.3,52.4,NA,NA,Biotechnology,2020
338,301-400,Queen's University Belfast,../UnitedKingdom,21,,24.0,73.6,92.6,NA,NA,Biotechnology,2020
339,301-400,RMIT University,../Australia,15-17,,25.3,71.4,80.3,NA,NA,Biotechnology,2020
340,301-400,Saarland University,../Germany,26-34,,29.3,69.6,64.9,NA,NA,Biotechnology,2020
341,301-400,Shaanxi Normal University,../China,49-63,,25.5,65.6,58.5,NA,NA,Biotechnology,2020
342,301-400,Shandong Agricultural University,../China,49-63,,26.8,66.5,41.4,NA,NA,Biotechnology,2020
343,301-400,Shenzhen University,../China,49-63,,28.2,69.8,58.0,NA,NA,Biotechnology,2020
344,301-400,Sichuan Agricultural University,../China,49-63,,29.1,60.0,51.7,NA,NA,Biotechnology,2020
345,301-400,Soochow University (China),../China,49-63,,29.1,64.2,51.4,NA,NA,Biotechnology,2020
346,301-400,Stellenbosch University,../SouthAfrica,1-2,,29.3,61.5,72.9,NA,NA,Biotechnology,2020
347,301-400,Technion-Israel Institute of Technology,../Israel,4,,28.9,71.7,65.4,NA,NA,Biotechnology,2020
348,301-400,Tehran University of Medical Sciences,../Iran,2-3,,32.5,64.5,46.8,NA,NA,Biotechnology,2020
349,301-400,The Hong Kong Polytechnic University,../China-HongKong,5,,23.7,76.7,66.2,NA,NA,Biotechnology,2020
350,301-400,Tokyo Institute of Technology,../Japan,6-10,,28.2,62.9,55.3,NA,NA,Biotechnology,2020
351,301-400,Tufts University,../UnitedStates,80-92,,25.8,69.2,70.6,NA,NA,Biotechnology,2020
352,301-400,UNESP,../Brazil,3-5,,32.3,57.8,64.8,NA,NA,Biotechnology,2020
353,301-400,UniversitÃ© Grenoble Alpes,../France,14-18,,28.9,68.1,84.0,NA,NA,Biotechnology,2020
354,301-400,UniversitÃ© libre de Bruxelles (ULB),../Belgium,4-7,,23.7,70.7,87.3,NA,NA,Biotechnology,2020
355,301-400,"University at Buffalo, the State University of New York",../UnitedStates,80-92,,28.0,59.7,67.4,NA,NA,Biotechnology,2020
356,301-400,University of Antwerp,../Belgium,4-7,,27.5,67.5,82.4,NA,NA,Biotechnology,2020
357,301-400,University of Bern,../Switzerland,7,,25.0,63.0,84.8,NA,NA,Biotechnology,2020
358,301-400,University of Chemistry and Technology Prague,../Czech,1,,20.1,75.3,67.4,NA,NA,Biotechnology,2020
359,301-400,University of Chile,../Chile,1,,27.7,64.1,75.0,NA,NA,Biotechnology,2020
360,301-400,University of Clermont Auvergne,../France,14-18,,27.3,71.3,75.5,NA,NA,Biotechnology,2020
361,301-400,University of Colorado Health Science Center,../UnitedStates,80-92,,27.5,71.2,64.8,NA,NA,Biotechnology,2020
362,301-400,University of Duisburg-Essen,../Germany,26-34,,23.1,73.2,75.5,NA,NA,Biotechnology,2020
363,301-400,University of Florence,../Italy,8-12,,28.2,61.8,65.9,NA,NA,Biotechnology,2020
364,301-400,University of Granada,../Spain,5-11,,28.4,62.6,74.8,NA,NA,Biotechnology,2020
365,301-400,University of Greifswald,../Germany,26-34,,22.8,73.3,80.0,NA,NA,Biotechnology,2020
366,301-400,University of Guelph,../Canada,10-13,,29.6,67.4,71.3,NA,NA,Biotechnology,2020
367,301-400,University of Hamburg,../Germany,26-34,,27.5,65.1,73.9,NA,NA,Biotechnology,2020
368,301-400,University of Iowa,../UnitedStates,80-92,,28.7,73.0,55.3,NA,NA,Biotechnology,2020
369,301-400,University of Kansas,../UnitedStates,80-92,,26.0,67.1,65.7,NA,NA,Biotechnology,2020
370,301-400,University of Kiel,../Germany,26-34,,25.8,70.4,74.8,NA,NA,Biotechnology,2020
371,301-400,University of Liege,../Belgium,4-7,,27.3,56.4,84.8,NA,NA,Biotechnology,2020
372,301-400,University of Lille,../France,14-18,,26.3,63.9,78.2,NA,NA,Biotechnology,2020
373,301-400,University of Ljubljana,../Slovenia,1,,26.3,61.6,74.4,NA,NA,Biotechnology,2020
374,301-400,University of Lorraine,../France,14-18,,26.0,75.2,70.8,NA,NA,Biotechnology,2020
375,301-400,University of Mainz,../Germany,26-34,,26.3,61.4,73.1,NA,NA,Biotechnology,2020
376,301-400,University of Malaya,../Malaysia,1,,31.3,62.1,73.8,NA,NA,Biotechnology,2020
377,301-400,University of Manitoba,../Canada,10-13,,28.0,59.6,69.8,NA,NA,Biotechnology,2020
378,301-400,University of Marburg,../Germany,26-34,,25.8,69.6,74.8,NA,NA,Biotechnology,2020
379,301-400,University of Miami,../UnitedStates,80-92,,25.8,75.0,74.8,NA,NA,Biotechnology,2020
380,301-400,University of Oklahoma - Norman,../UnitedStates,80-92,,25.8,65.6,78.0,NA,NA,Biotechnology,2020
381,301-400,University of Ottawa,../Canada,10-13,,28.0,63.1,69.4,NA,NA,Biotechnology,2020
382,301-400,University of Palermo,../Italy,8-12,,27.7,67.6,60.2,NA,NA,Biotechnology,2020
383,301-400,University of Parma,../Italy,8-12,,24.2,65.4,76.7,NA,NA,Biotechnology,2020
384,301-400,University of Patras,../Greece,1-2,,23.7,66.1,76.9,NA,NA,Biotechnology,2020
385,301-400,University of Pisa,../Italy,8-12,,23.7,67.6,70.7,NA,NA,Biotechnology,2020
386,301-400,University of Pretoria,../SouthAfrica,1-2,,26.5,61.7,72.9,NA,NA,Biotechnology,2020
387,301-400,University of Santiago Compostela,../Spain,5-11,,29.8,61.8,73.6,NA,NA,Biotechnology,2020
388,301-400,University of Seville,../Spain,5-11,,26.0,74.9,72.1,NA,NA,Biotechnology,2020
389,301-400,University of South Australia,../Australia,15-17,,25.3,67.0,78.4,NA,NA,Biotechnology,2020
390,301-400,University of South Florida,../UnitedStates,80-92,,24.2,73.3,69.2,NA,NA,Biotechnology,2020
391,301-400,University of Stuttgart,../Germany,26-34,,28.0,65.5,58.8,NA,NA,Biotechnology,2020
392,301-400,University of Tehran,../Iran,2-3,,28.9,62.8,57.0,NA,NA,Biotechnology,2020
393,301-400,University of the Basque Country,../Spain,5-11,,22.0,76.0,70.4,NA,NA,Biotechnology,2020
394,301-400,University of Tsukuba,../Japan,6-10,,31.3,55.7,64.3,NA,NA,Biotechnology,2020
395,301-400,University of Turin,../Italy,8-12,,31.1,63.3,60.4,NA,NA,Biotechnology,2020
396,301-400,University of Turku,../Finland,4,,28.9,65.1,85.9,NA,NA,Biotechnology,2020
397,301-400,University of Waterloo,../Canada,10-13,,29.3,64.8,71.8,NA,NA,Biotechnology,2020
398,301-400,Vienna University of Technology,../Austria,3-5,,25.5,64.1,63.8,NA,NA,Biotechnology,2020
399,301-400,Xi'an Jiaotong University,../China,49-63,,31.7,62.1,54.5,NA,NA,Biotechnology,2020
400,301-400,Yangzhou University,../China,49-63,,28.9,61.3,49.9,NA,NA,Biotechnology,2020
401,301-400,Zhejiang University of Technology,../China,49-63,,28.0,64.5,38.8,NA,NA,Biotechnology,2020
402,401-500,Ajou University,../SouthKorea,14-24,,22.8,58.7,46.1,NA,NA,Biotechnology,2020
403,401-500,Alexandria University,../Egypt,1-2,,19.4,56.7,82.8,NA,NA,Biotechnology,2020
404,401-500,Anhui Agricultural University,../China,64-88,,18.1,68.6,38.2,NA,NA,Biotechnology,2020
405,401-500,Anhui University,../China,64-88,,20.1,64.9,42.1,NA,NA,Biotechnology,2020
406,401-500,Anna University,../India,5-10,,25.3,62.7,60.1,NA,NA,Biotechnology,2020
407,401-500,Aristotle University of Thessaloniki,../Greece,3-4,,22.5,59.5,65.4,NA,NA,Biotechnology,2020
408,401-500,Army Medical University,../China,64-88,,26.3,60.6,42.1,NA,NA,Biotechnology,2020
409,401-500,Autonomous University of Madrid,../Spain,12-14,,24.8,63.7,69.4,NA,NA,Biotechnology,2020
410,401-500,Banaras Hindu University,../India,5-10,,25.3,50.1,38.1,NA,NA,Biotechnology,2020
411,401-500,Cairo University,../Egypt,1-2,,20.4,51.1,79.9,NA,NA,Biotechnology,2020
412,401-500,Capital Medical University,../China,64-88,,25.3,53.3,50.8,NA,NA,Biotechnology,2020
413,401-500,Catholic University of the Sacred Heart,../Italy,13-18,,21.4,60.9,65.1,NA,NA,Biotechnology,2020
414,401-500,Chang Gung University,../China-Taiwan,5-8,,26.8,46.1,53.5,NA,NA,Biotechnology,2020
415,401-500,Charles University in Prague,../Czech,2-3,,24.0,64.6,68.6,NA,NA,Biotechnology,2020
416,401-500,Chonnam National University,../SouthKorea,14-24,,28.2,54.8,47.3,NA,NA,Biotechnology,2020
417,401-500,Chulalongkorn University,../Thailand,1-3,,24.8,56.4,68.3,NA,NA,Biotechnology,2020
418,401-500,Chung-Ang University,../SouthKorea,14-24,,29.1,54.6,46.8,NA,NA,Biotechnology,2020
419,401-500,Chungbuk National University,../SouthKorea,14-24,,21.1,55.4,60.8,NA,NA,Biotechnology,2020
420,401-500,Chungnam National University,../SouthKorea,14-24,,27.5,59.3,55.1,NA,NA,Biotechnology,2020
421,401-500,Federal University of Minas Gerais,../Brazil,6-10,,28.2,51.5,65.1,NA,NA,Biotechnology,2020
422,401-500,Federal University of Parana,../Brazil,6-10,,20.7,55.2,51.8,NA,NA,Biotechnology,2020
423,401-500,Federal University of Rio Grande do Sul,../Brazil,6-10,,20.4,58.9,56.2,NA,NA,Biotechnology,2020
424,401-500,Federal University of ViÃ§osa,../Brazil,6-10,,22.8,58.8,57.8,NA,NA,Biotechnology,2020
425,401-500,Fujian Medical University,../China,64-88,,22.5,69.2,31.8,NA,NA,Biotechnology,2020
426,401-500,Gachon University,../SouthKorea,14-24,,20.7,58.8,51.3,NA,NA,Biotechnology,2020
427,401-500,Guangzhou Medical University,../China,64-88,,21.1,57.4,49.8,NA,NA,Biotechnology,2020
428,401-500,Gyeongsang National University,../SouthKorea,14-24,,17.7,58.3,64.0,NA,NA,Biotechnology,2020
429,401-500,Hacettepe University,../Turkey,1,,21.4,57.1,46.8,NA,NA,Biotechnology,2020
430,401-500,Hangzhou Normal University,../China,64-88,,23.4,67.1,39.8,NA,NA,Biotechnology,2020
431,401-500,Harbin Medical University,../China,64-88,,22.8,68.0,45.9,NA,NA,Biotechnology,2020
432,401-500,Hefei University of Technology,../China,64-88,,20.7,64.2,56.0,NA,NA,Biotechnology,2020
433,401-500,Henan Agricultural University,../China,64-88,,22.8,64.8,58.6,NA,NA,Biotechnology,2020
434,401-500,Hiroshima University,../Japan,11-14,,25.8,58.5,52.4,NA,NA,Biotechnology,2020
435,401-500,Indian Institute of Technology Bombay,../India,5-10,,24.2,56.9,62.8,NA,NA,Biotechnology,2020
436,401-500,Indian Institute of Technology Madras,../India,5-10,,22.5,62.6,54.9,NA,NA,Biotechnology,2020
437,401-500,INHA University,../SouthKorea,14-24,,23.7,57.5,54.4,NA,NA,Biotechnology,2020
438,401-500,Islamic Azad University,../Iran,4-6,,28.7,57.6,44.2,NA,NA,Biotechnology,2020
439,401-500,Jawaharlal Nehru University,../India,5-10,,23.1,67.5,48.6,NA,NA,Biotechnology,2020
440,401-500,Kangwon National University,../SouthKorea,14-24,,22.3,55.1,55.9,NA,NA,Biotechnology,2020
441,401-500,Kunming University of Science and Technology,../China,64-88,,20.4,59.1,41.5,NA,NA,Biotechnology,2020
442,401-500,Lanzhou University,../China,64-88,,24.5,64.3,42.1,NA,NA,Biotechnology,2020
443,401-500,Leibniz University Hannover,../Germany,35-37,,24.2,55.7,66.7,NA,NA,Biotechnology,2020
444,401-500,Lodz University of Technology,../Poland,1-2,,18.4,59.5,49.3,NA,NA,Biotechnology,2020
445,401-500,Mahidol University,../Thailand,1-3,,23.1,54.8,70.6,NA,NA,Biotechnology,2020
446,401-500,Masaryk University,../Czech,2-3,,22.8,63.3,72.4,NA,NA,Biotechnology,2020
447,401-500,McMaster University,../Canada,14,,25.0,63.4,69.7,NA,NA,Biotechnology,2020
448,401-500,Moscow State University,../Russia,1,,27.3,61.4,56.5,NA,NA,Biotechnology,2020
449,401-500,Myongji University,../SouthKorea,14-24,,18.8,63.2,46.0,NA,NA,Biotechnology,2020
450,401-500,Nagoya University,../Japan,11-14,,28.9,50.3,43.6,NA,NA,Biotechnology,2020
451,401-500,Nanjing Medical University,../China,64-88,,28.2,63.7,30.2,NA,NA,Biotechnology,2020
452,401-500,Nanjing Normal University,../China,64-88,,20.1,62.0,33.4,NA,NA,Biotechnology,2020
453,401-500,Nantong University,../China,64-88,,18.1,65.0,34.7,NA,NA,Biotechnology,2020
454,401-500,National and Kapodistrian University of Athens,../Greece,3-4,,17.3,59.3,76.1,NA,NA,Biotechnology,2020
455,401-500,National Chiao Tung University,../China-Taiwan,5-8,,26.5,60.3,47.5,NA,NA,Biotechnology,2020
456,401-500,National Chung Hsing University,../China-Taiwan,5-8,,26.3,55.2,56.0,NA,NA,Biotechnology,2020
457,401-500,National Polytechnic Institute,../Mexico,2,,25.8,51.0,62.3,NA,NA,Biotechnology,2020
458,401-500,National University of Malaysia,../Malaysia,2-5,,20.4,56.3,64.1,NA,NA,Biotechnology,2020
459,401-500,Ningbo University,../China,64-88,,25.5,68.8,39.6,NA,NA,Biotechnology,2020
460,401-500,Okayama University,../Japan,11-14,,19.8,57.9,61.4,NA,NA,Biotechnology,2020
461,401-500,Prince of Songkla University,../Thailand,1-3,,17.7,57.9,69.3,NA,NA,Biotechnology,2020
462,401-500,Qingdao Agricultural University,../China,64-88,,23.7,66.1,48.5,NA,NA,Biotechnology,2020
463,401-500,Qingdao University,../China,64-88,,28.2,63.3,37.8,NA,NA,Biotechnology,2020
464,401-500,Quaid-i-Azam University,../Pakistan,1,,16.1,62.5,80.7,NA,NA,Biotechnology,2020
465,401-500,Shahid Beheshti University of Medical Sciences,../Iran,4-6,,21.1,56.0,53.4,NA,NA,Biotechnology,2020
466,401-500,Shihezi University,../China,64-88,,17.7,66.4,30.0,NA,NA,Biotechnology,2020
467,401-500,Southern Medical University,../China,64-88,,25.0,59.3,49.5,NA,NA,Biotechnology,2020
468,401-500,Taipei Medical University,../China-Taiwan,5-8,,23.7,53.6,50.8,NA,NA,Biotechnology,2020
469,401-500,Tarbiat Modares University,../Iran,4-6,,28.4,57.4,43.3,NA,NA,Biotechnology,2020
470,401-500,Technical University of Berlin,../Germany,35-37,,21.4,67.0,70.4,NA,NA,Biotechnology,2020
471,401-500,Texas Tech University,../UnitedStates,93-94,,24.0,64.1,67.3,NA,NA,Biotechnology,2020
472,401-500,The Second Military Medical University,../China,64-88,,23.4,54.0,46.1,NA,NA,Biotechnology,2020
473,401-500,Tianjin Medical University,../China,64-88,,21.7,58.6,41.1,NA,NA,Biotechnology,2020
474,401-500,Tokyo University of Agriculture and Technology,../Japan,11-14,,27.3,53.7,54.5,NA,NA,Biotechnology,2020
475,401-500,Universiti Teknologi Malaysia,../Malaysia,2-5,,21.4,59.5,74.9,NA,NA,Biotechnology,2020
476,401-500,University of Arkansas at Fayetteville,../UnitedStates,93-94,,22.3,61.8,66.8,NA,NA,Biotechnology,2020
477,401-500,University of Aveiro,../Portugal,5,,21.1,61.5,73.2,NA,NA,Biotechnology,2020
478,401-500,University of BrasÃ­lia,../Brazil,6-10,,21.7,57.3,60.5,NA,NA,Biotechnology,2020
479,401-500,University of Buenos Aires,../Argentina,1,,22.5,57.3,64.4,NA,NA,Biotechnology,2020
480,401-500,University of Cape Town,../SouthAfrica,3-4,,23.4,60.7,87.0,NA,NA,Biotechnology,2020
481,401-500,University of Delhi,../India,5-10,,28.0,54.4,45.9,NA,NA,Biotechnology,2020
482,401-500,University of Genoa,../Italy,13-18,,19.8,56.1,63.4,NA,NA,Biotechnology,2020
483,401-500,University of KwaZulu-Natal,../SouthAfrica,3-4,,18.8,54.8,70.3,NA,NA,Biotechnology,2020
484,401-500,University of Milano-Bicocca,../Italy,13-18,,23.7,56.7,72.0,NA,NA,Biotechnology,2020
485,401-500,University of Pavia,../Italy,13-18,,18.8,61.5,70.1,NA,NA,Biotechnology,2020
486,401-500,University of Perugia,../Italy,13-18,,19.8,76.4,59.1,NA,NA,Biotechnology,2020
487,401-500,University of Roma - Tor Vergata,../Italy,13-18,,20.1,66.2,65.5,NA,NA,Biotechnology,2020
488,401-500,University of Rostock,../Germany,35-37,,25.3,57.7,62.1,NA,NA,Biotechnology,2020
489,401-500,University of Salamanca,../Spain,12-14,,25.5,60.4,76.2,NA,NA,Biotechnology,2020
490,401-500,"University of Science, Malaysia",../Malaysia,2-5,,23.1,51.3,69.6,NA,NA,Biotechnology,2020
491,401-500,University of Vigo,../Spain,12-14,,25.5,57.9,76.7,NA,NA,Biotechnology,2020
492,401-500,University of Warsaw,../Poland,1-2,,23.7,57.9,65.4,NA,NA,Biotechnology,2020
493,401-500,University of Western Brittany,../France,19,,20.4,64.7,74.6,NA,NA,Biotechnology,2020
494,401-500,University of Zagreb,../Croatia,1,,16.9,62.3,72.6,NA,NA,Biotechnology,2020
495,401-500,University Putra Malaysia,../Malaysia,2-5,,24.5,54.3,69.7,NA,NA,Biotechnology,2020
496,401-500,Wenzhou Medical University,../China,64-88,,23.7,60.6,47.4,NA,NA,Biotechnology,2020
497,401-500,Yeungnam University,../SouthKorea,14-24,,20.7,63.3,64.9,NA,NA,Biotechnology,2020
498,401-500,Zhejiang Gongshang University,../China,64-88,,20.7,68.6,49.1,NA,NA,Biotechnology,2020
499,401-500,Zhengzhou University,../China,64-88,,25.0,59.8,38.5,NA,NA,Biotechnology,2020
0,1,Beihang University,../China,1,279.2,100.0,79.3,47.9,90.4,NA,Aerospace Engineering,2020
1,2,Northwestern Polytechnical University,../China,2,221.9,68.7,78.0,45.5,66.2,NA,Aerospace Engineering,2020
2,3,National University of Defense Technology,../China,3,219.5,70.6,83.4,40.7,57.3,NA,Aerospace Engineering,2020
3,4,Harbin Institute of Technology,../China,4,217.6,68.2,84.4,48.0,55.4,NA,Aerospace Engineering,2020
4,5,University of Michigan-Ann Arbor,../UnitedStates,1,214.2,39.4,78.9,59.0,84.1,NA,Aerospace Engineering,2020
5,6,Nanjing University of Aeronautics and Astronautics,../China,5,211.3,61.0,68.3,40.3,74.0,NA,Aerospace Engineering,2020
6,7,California Institute of Technology,../UnitedStates,2,208.4,41.0,77.5,55.3,78.8,NA,Aerospace Engineering,2020
7,8,Georgia Institute of Technology,../UnitedStates,3,206.0,36.0,61.5,43.0,100.0,NA,Aerospace Engineering,2020
8,9,Delft University of Technology,../Netherlands,1,203.1,46.1,70.3,78.7,71.0,NA,Aerospace Engineering,2020
9,10,Purdue University - West Lafayette,../UnitedStates,4,196.3,34.7,72.4,52.0,78.8,NA,Aerospace Engineering,2020
10,11,Beijing Institute of Technology,../China,6,195.6,57.4,77.8,49.8,50.5,NA,Aerospace Engineering,2020
11,12,Tsinghua University,../China,7,191.1,48.6,74.0,40.5,60.4,NA,Aerospace Engineering,2020
12,13,Massachusetts Institute of Technology (MIT),../UnitedStates,5,189.0,35.2,75.4,58.3,66.7,NA,Aerospace Engineering,2020
13,14,"University of Maryland, College Park",../UnitedStates,6,188.6,27.2,75.8,53.4,75.0,NA,Aerospace Engineering,2020
14,15,The University of Texas at Austin,../UnitedStates,7,185.0,34.7,81.5,57.4,57.3,NA,Aerospace Engineering,2020
15,16,Technical University of Munich,../Germany,1,177.2,31.0,76.4,85.7,52.7,NA,Aerospace Engineering,2020
16,16,Technion-Israel Institute of Technology,../Israel,1,177.2,42.1,65.8,72.9,54.7,NA,Aerospace Engineering,2020
17,18,Stanford University,../UnitedStates,8,176.8,26.2,84.0,73.5,52.0,NA,Aerospace Engineering,2020
18,19,University of Illinois at Urbana-Champaign,../UnitedStates,9,175.5,28.5,74.6,48.2,62.8,NA,Aerospace Engineering,2020
19,20,University of Cambridge,../UnitedKingdom,1,171.6,18.7,80.4,75.6,57.3,NA,Aerospace Engineering,2020
20,20,University of Southampton,../UnitedKingdom,1,171.6,28.2,73.6,85.9,52.7,NA,Aerospace Engineering,2020
21,22,Virginia Polytechnic Institute and State University,../UnitedStates,10,171.5,27.2,63.5,54.8,69.9,NA,Aerospace Engineering,2020
22,23,University of Toronto,../Canada,1,171.4,28.2,79.5,81.1,47.6,NA,Aerospace Engineering,2020
23,24,Sapienza University of Rome,../Italy,1,168.7,42.3,74.1,60.9,40.1,NA,Aerospace Engineering,2020
24,25,University of Naples Federico II,../Italy,2,167.7,28.8,88.2,57.5,39.2,NA,Aerospace Engineering,2020
25,26,University of Colorado at Boulder,../UnitedStates,11,165.3,40.8,62.4,61.5,49.8,NA,Aerospace Engineering,2020
26,27,University of Bristol,../UnitedKingdom,3,164.0,20.2,69.3,79.7,58.6,NA,Aerospace Engineering,2020
27,28,Korea Advanced Institute of Science and Technology,../SouthKorea,1,162.0,36.5,57.9,45.5,58.6,NA,Aerospace Engineering,2020
28,29,Pennsylvania State University - University Park,../UnitedStates,12,161.0,26.8,62.0,46.7,62.8,NA,Aerospace Engineering,2020
29,30,The University of Tokyo,../Japan,1,160.8,26.5,68.4,59.5,54.0,NA,Aerospace Engineering,2020
30,31,McGill University,../Canada,2,159.9,29.2,76.9,83.0,37.2,NA,Aerospace Engineering,2020
31,32,The Ohio State University - Columbus,../UnitedStates,13,157.4,25.4,65.0,54.8,56.0,NA,Aerospace Engineering,2020
32,33,The University of New South Wales,../Australia,1,156.7,27.2,65.9,91.9,45.2,NA,Aerospace Engineering,2020
33,34,University of Florida,../UnitedStates,14,156.0,20.6,83.1,43.7,43.6,NA,Aerospace Engineering,2020
34,35,Cranfield University,../UnitedKingdom,4,155.9,33.9,60.9,75.6,46.0,NA,Aerospace Engineering,2020
35,36,Polytechnic University of Milan,../Italy,3,154.7,31.6,67.9,80.3,39.2,NA,Aerospace Engineering,2020
36,37,Nanyang Technological University,../Singapore,1,154.5,31.9,76.2,90.5,28.3,NA,Aerospace Engineering,2020
37,38,Texas A&M University,../UnitedStates,15,154.4,25.4,64.6,62.3,52.0,NA,Aerospace Engineering,2020
38,39,Shanghai Jiao Tong University,../China,8,154.1,31.0,65.6,45.8,48.3,NA,Aerospace Engineering,2020
39,40,Imperial College London,../UnitedKingdom,5,153.2,21.9,69.4,83.0,45.2,NA,Aerospace Engineering,2020
40,41,RMIT University,../Australia,2,152.1,26.8,82.6,92.3,24.2,NA,Aerospace Engineering,2020
41,42,Peking University,../China,9,152.0,21.1,80.8,59.5,38.2,NA,Aerospace Engineering,2020
